lon,lat
10.7673442932541,59.90321254732584
10.758182,59.922425
10.720896,59.922485
10.7581553,59.9172794
10.71842,59.9281319
10.7559693,59.9283928
10.786167,59.904473
10.783309055819714,59.91662195885618
10.7272388,59.9224222
10.810727302805304,59.92472050943934
10.683814,59.92033
10.7594857,59.9207284
10.7717192,59.9230577
10.761265771390583,59.92774803110845
10.79285,59.924342
10.793540704010042,59.92024767905539
10.73048,59.937913
10.717978,59.920218
10.7384634,59.9268706
10.730034556850455,59.91118372188379
10.7423101,59.9138973
10.791823716034967,59.93087712510462
10.7222803,59.915088
10.716909039918278,59.91731888534716
10.692321,59.919001
10.7130691,59.9244031
10.766373769557958,59.91783548782385
10.738628884264756,59.9179676629428
10.732839000000013,59.92958561753996
10.760629,59.920259
10.760804,59.920335
10.7605813,59.937205
10.750462,59.925265
10.775996,59.92507
10.761724502548104,59.91564920880896
10.7342854,59.9205528
10.766171,59.923229
10.7617736,59.9115945
10.67666,59.921673
10.7617503,59.922337
10.724626314653564,59.946219381760216
10.749958763650312,59.91323316606503
10.773185,59.927292
10.6760339,59.923898
10.722509,59.909467
10.716195,59.926697
10.7541,59.9378
10.7521029,59.9339754
10.739909,59.924821
10.710392,59.945955
10.736179,59.919111
10.740971,59.9147672
10.730476,59.921768
10.732771354719745,59.91424026794647
10.77837,59.928349
10.67862514536896,59.922723981014094
10.7914482,59.9099822
10.769121495700826,59.9294565845173
10.754898,59.917866
10.68588,59.92208
10.760311802881915,59.90691970255054
10.7437646218726,59.91944043984847
10.732128,59.917485
10.7208788,59.9102277
10.7678,59.908255
10.7598719,59.9146509
10.768576,59.949239
10.719488529430388,59.937957367051965
10.7625700380287,59.90800465532893
10.7728203,59.9309181
10.730981,59.92714
10.7489862,59.929545
10.781088,59.908227
10.7480527,59.9121472
10.741475,59.932383
10.767579386407874,59.91320242563816
10.723002619643406,59.939025551395765
10.774319,59.939244
10.754714015938562,59.92114988507087
10.75488466358962,59.90725889890288
10.7474667,59.9139786
10.776971,59.926929
10.7296246,59.9262242
10.766483,59.952868
10.674398461025874,59.89843428245928
10.7638147,59.9123469
10.703967938028702,59.9330870371029
10.747281829592453,59.911392299457006
10.758328,59.915451
10.723715245368956,59.94247260310697
10.7428828,59.9141971
10.7479977,59.9080552
10.746530272588243,59.90692216719828
10.777958,59.9034528
10.720778851520524,59.940873733543725
10.727170827087008,59.91271286014364
10.7136816,59.9294351
10.71456623677068,59.92985724219502
10.75011,59.910331
10.737365277561024,59.91065301806209
10.799249379762283,59.92763407981436
10.726229742333288,59.91357497092093
10.736215,59.910924
10.778592132296495,59.90591083488326
10.7364516,59.9360307
10.7395045,59.9246852
10.701037,59.914871
10.722993731144015,59.94278024854256
10.749202233135232,59.91652053839767
10.723478,59.93215
10.779916,59.9167376
10.734457,59.932792
10.777633472422016,59.93285662158759
10.713867957672134,59.94545063370256
10.743456971511703,59.91015615055511
10.679579749668129,59.92226850808104
10.7350062,59.9358883
10.7277001,59.910974
10.7478583,59.9119691
10.798093360118871,59.91381587564694
10.7301061,59.9135227
10.711284727205708,59.92984300295666
10.6968953,59.9193337
10.674403950323182,59.89853221724158
10.7689579,59.905323
10.691147,59.9204038
10.735595,59.912711
10.768771317790996,59.9392403070359
10.7253157,59.915262
10.7609998,59.9107393
10.779164402446728,59.90707579234818
10.7184345,59.9180141
10.7114661,59.9327726
10.740627,59.903989
10.741077,59.903989
10.726195,59.929419
10.781726510450724,59.92464487862039
10.749466,59.934936
10.735453,59.914586
10.7054333,59.9363277
10.7096985,59.9347352
10.7897605,59.9131891
10.752292,59.9123341
10.7775665,59.915667
10.6757833,59.9304645
10.774712,59.919252
10.651118,59.9198098
10.743540765932096,59.92979845370007
10.75729364846211,59.91366109486603
10.746273349149249,59.93068679863987
10.783884345957915,59.91178403655783
10.70383303125402,59.94274210647367
10.81431433498766,59.90918420865812
10.7481976,59.9112227
10.7207894,59.9268942
10.786856,59.908576
10.75155119076095,59.91598309274519
10.735113005880237,59.91177629920927
10.7960147,59.9273747
