lon,lat
10.773977,59.914943
10.773805285879131,59.94671044754387
10.7577241,59.9534114
10.753763553726516,59.90512438070349
10.703899530059402,59.91857814333677
10.734712874574,59.92377440938114
10.781053,59.929542
10.7310355,59.9261462
10.745704482209018,59.91382393242077
10.76224,59.91252
10.714055629614734,59.92095635370271
10.708767,59.92808
10.776072,59.911453
10.746760585982289,59.91300035973293
10.76598469881135,59.92760586837719
10.7661939,59.9121109
10.7519299,59.9337026
10.758594919923468,59.93277225626508
10.726476622250004,59.93522040770026
10.7699892,59.9212063
10.735886645853412,59.91372007130073
10.726294394131088,59.93347989334691
10.73783499027732,59.91591543378553
10.738655,59.922777
10.726634,59.9200421
10.76915,59.93507
10.7045406,59.9225392
10.75917,59.93923
10.716926,59.929045
10.760121127577955,59.943777539367225
10.7496755,59.929005
10.748745,59.931828
10.757428972017069,59.916544926082935
10.732569703704817,59.94743324225673
10.79991480182082,59.92871096669328
10.75101,59.92251
10.757376666842816,59.91629601075576
10.75943014633117,59.92843404417577
10.746058,59.925488
10.760926,59.9256113
10.751140873016311,59.91546786564256
10.750775120272449,59.94114763297182
10.7051061,59.9103558
10.750358,59.920995
10.716349,59.9163309
10.792831438028704,59.923240042155456
10.76412958416006,59.91914743024347
10.765413,59.935995
10.751648,59.937743
10.782129,59.915182
10.757867,59.918632
10.736036647971048,59.93102013218461
10.76933022142641,59.91541769802439
10.7229003,59.9126844
10.720202,59.914306
10.7313627,59.9238826
10.7407129,59.9101207
10.7343051,59.9193095
10.710103028570302,59.912793405455375
10.715505,59.914145
10.708375798767436,59.91728078292675
10.733357,59.920852
10.751202636819611,59.92806670615684
10.70884,59.919524
10.753398500006654,59.91459878869395
10.767546377298158,59.9287502718149
10.780603250331886,59.938863086921295
10.75618,59.909006
10.760323881579982,59.94558091179507
10.7493737,59.9110506
10.686843,59.907674
10.714577,59.915424
10.7523939,59.9186359
10.751165,59.952659
10.751698750995615,59.91018085263352
10.741869,59.908454
10.681138,59.935947
10.757334670552268,59.91351552854147
10.7544337247013,59.91218291295141
10.7615858,59.9243639
10.769118139881124,59.93363159074286
10.73121932213806,59.925471317049954
10.737663,59.91336
10.724628,59.924732
10.751980909227372,59.91015446696496
10.762169,59.9315302
10.730036,59.940398
10.7128796,59.9170851
10.732281291700131,59.913150534075015
10.7312715,59.9150596
10.80193969590286,59.930903961728745
10.73857,59.910242
10.7622135,59.9172088
10.749754560118864,59.92716771401357
10.721762294477472,59.932432498521095
10.71026280326126,59.92753764682686
10.750910185807754,59.91252237023375
10.775658,59.922839
10.766136667493829,59.94032925181832
10.768875408563598,59.92012811804052
10.7554274,59.9224256
10.735428,59.919927
10.749929,59.911901
